,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Top5Budget,Goals,Goals_1H,Goals_2H
1646,1998-99,23/05/1999,Espanol,Salamanca,4,0,H,2,0,H,False,4,2,2
1647,1998-99,23/05/1999,La Coruna,Zaragoza,2,1,H,1,0,H,False,3,1,2
1648,1998-99,23/05/1999,Mallorca,Extremadura,2,0,H,1,0,H,False,2,1,1
1649,1998-99,23/05/1999,Oviedo,Celta,1,3,A,0,1,A,False,4,1,3
1650,1998-99,23/05/1999,Sociedad,Valencia,1,1,D,0,0,D,False,2,0,2
1651,1998-99,23/05/1999,Tenerife,Real Madrid,2,3,A,0,2,A,False,5,2,3
1652,1998-99,23/05/1999,Valladolid,Ath Bilbao,0,3,A,0,0,D,False,3,0,3
1653,1998-99,23/05/1999,Villareal,Betis,3,4,A,1,2,A,False,7,3,4
1654,1998-99,29/05/1999,Ath Bilbao,Barcelona,1,3,A,0,1,A,False,4,1,3
1655,1998-99,29/05/1999,Valencia,Oviedo,3,0,H,1,0,H,True,3,1,2
1656,1998-99,30/05/1999,Betis,Valladolid,2,0,H,1,0,H,False,2,1,1
1657,1998-99,30/05/1999,Celta,Tenerife,2,0,H,1,0,H,False,2,1,1
1658,1998-99,30/05/1999,Espanol,Alaves,3,0,H,2,0,H,False,3,2,1
1659,1998-99,30/05/1999,Extremadura,Ath Madrid,2,1,H,1,1,D,False,3,2,1
1660,1998-99,30/05/1999,Real Madrid,Mallorca,2,1,H,1,0,H,True,3,1,2
1661,1998-99,30/05/1999,Salamanca,Sociedad,0,1,A,0,0,D,False,1,0,1
1662,1998-99,30/05/1999,Santander,La Coruna,1,1,D,0,0,D,False,2,0,2
1663,1998-99,30/05/1999,Zaragoza,Villareal,4,0,H,1,0,H,False,4,1,3
1664,1998-99,12/6/1999,Ath Madrid,Real Madrid,3,1,H,2,1,H,True,4,3,1
1665,1998-99,12/6/1999,La Coruna,Extremadura,1,1,D,0,1,A,False,2,1,1
1666,1998-99,12/6/1999,Valladolid,Zaragoza,1,1,D,0,0,D,False,2,0,2
1667,1998-99,13/06/1999,Ath Bilbao,Alaves,5,0,H,1,0,H,False,5,1,4
1668,1998-99,13/06/1999,Barcelona,Betis,4,1,H,3,0,H,True,5,3,2
1669,1998-99,13/06/1999,Mallorca,Celta,2,0,H,1,0,H,False,2,1,1
1670,1998-99,13/06/1999,Oviedo,Salamanca,3,2,H,1,2,A,False,5,3,2
1671,1998-99,13/06/1999,Sociedad,Espanol,1,2,A,1,0,H,False,3,1,2
1672,1998-99,13/06/1999,Tenerife,Valencia,3,2,H,1,1,D,False,5,2,3
1673,1998-99,13/06/1999,Villareal,Santander,3,0,H,2,0,H,False,3,2,1
1674,1998-99,19/06/1999,Salamanca,Tenerife,1,2,A,0,1,A,False,3,1,2
1675,1998-99,19/06/1999,Santander,Valladolid,0,2,A,0,2,A,False,2,2,0
1676,1998-99,20/06/1999,Alaves,Sociedad,2,1,H,2,0,H,False,3,2,1
1677,1998-99,20/06/1999,Betis,Ath Bilbao,1,4,A,0,2,A,False,5,2,3
1678,1998-99,20/06/1999,Celta,Ath Madrid,0,1,A,0,1,A,False,1,1,0
1679,1998-99,20/06/1999,Espanol,Oviedo,2,1,H,0,1,A,False,3,1,2
1680,1998-99,20/06/1999,Extremadura,Villareal,2,2,D,0,1,A,False,4,1,3
1681,1998-99,20/06/1999,Real Madrid,La Coruna,3,1,H,2,0,H,True,4,2,2
1682,1998-99,20/06/1999,Valencia,Mallorca,3,0,H,1,0,H,True,3,1,2
1683,1998-99,20/06/1999,Zaragoza,Barcelona,2,0,H,1,0,H,False,2,1,1
1684,1999-2000,21/08/1999,Ath Bilbao,Betis,1,0,H,0,0,D,False,1,0,1
1685,1999-2000,21/08/1999,Mallorca,Real Madrid,1,2,A,0,0,D,False,3,0,3
1686,1999-2000,21/08/1999,Valencia,Santander,1,2,A,0,1,A,True,3,1,2
1687,1999-2000,22/08/1999,Ath Madrid,Vallecano,0,2,A,0,1,A,True,2,1,1
1688,1999-2000,22/08/1999,Barcelona,Zaragoza,2,0,H,0,0,D,True,2,0,2
1689,1999-2000,22/08/1999,La Coruna,Alaves,4,1,H,3,1,H,False,5,4,1
1690,1999-2000,22/08/1999,Malaga,Espanol,1,0,H,0,0,D,False,1,0,1
1691,1999-2000,22/08/1999,Numancia,Valladolid,1,0,H,1,0,H,False,1,1,0
1692,1999-2000,22/08/1999,Oviedo,Celta,1,0,H,0,0,D,False,1,0,1
1693,1999-2000,22/08/1999,Sevilla,Sociedad,2,2,D,2,1,H,True,4,3,1
1694,1999-2000,28/08/1999,Sociedad,Ath Madrid,4,1,H,0,1,A,False,5,1,4
1695,1999-2000,29/08/1999,Alaves,Malaga,2,1,H,0,1,A,False,3,1,2
1696,1999-2000,29/08/1999,Betis,La Coruna,0,0,D,0,0,D,False,0,0,0
1697,1999-2000,29/08/1999,Celta,Sevilla,2,1,H,1,0,H,False,3,1,2
1698,1999-2000,29/08/1999,Espanol,Valencia,3,2,H,2,0,H,False,5,2,3
1699,1999-2000,29/08/1999,Real Madrid,Numancia,4,1,H,0,0,D,True,5,0,5
1700,1999-2000,29/08/1999,Santander,Barcelona,1,2,A,0,2,A,False,3,2,1
1701,1999-2000,29/08/1999,Valladolid,Ath Bilbao,1,0,H,1,0,H,False,1,1,0
1702,1999-2000,29/08/1999,Vallecano,Mallorca,2,1,H,0,1,A,False,3,1,2
1703,1999-2000,29/08/1999,Zaragoza,Oviedo,4,0,H,2,0,H,False,4,2,2
1704,1999-2000,11/9/1999,Barcelona,Espanol,3,0,H,0,0,D,True,3,0,3
1705,1999-2000,11/9/1999,La Coruna,Valladolid,2,0,H,2,0,H,False,2,2,0
1706,1999-2000,11/9/1999,Valencia,Alaves,0,2,A,0,0,D,True,2,0,2
1707,1999-2000,12/9/1999,Ath Bilbao,Real Madrid,2,2,D,2,1,H,False,4,3,1
1708,1999-2000,12/9/1999,Ath Madrid,Celta,1,2,A,1,1,D,True,3,2,1
1709,1999-2000,12/9/1999,Malaga,Betis,3,0,H,1,0,H,False,3,1,2
1710,1999-2000,12/9/1999,Mallorca,Numancia,3,0,H,3,0,H,False,3,3,0
1711,1999-2000,12/9/1999,Oviedo,Santander,1,2,A,0,2,A,False,3,2,1
1712,1999-2000,12/9/1999,Sevilla,Zaragoza,0,0,D,0,0,D,True,0,0,0
1713,1999-2000,12/9/1999,Vallecano,Sociedad,2,1,H,1,0,H,False,3,1,2
1714,1999-2000,18/09/1999,Alaves,Barcelona,2,1,H,1,1,D,False,3,2,1
1715,1999-2000,18/09/1999,Betis,Valencia,1,0,H,1,0,H,False,1,1,0
1716,1999-2000,18/09/1999,Espanol,Oviedo,2,1,H,0,1,A,False,3,1,2
1717,1999-2000,18/09/1999,Real Madrid,La Coruna,1,1,D,0,0,D,True,2,0,2
1718,1999-2000,18/09/1999,Valladolid,Malaga,4,2,H,1,1,D,False,6,2,4
1719,1999-2000,19/09/1999,Celta,Vallecano,0,1,A,0,0,D,False,1,0,1
1720,1999-2000,19/09/1999,Numancia,Ath Bilbao,1,1,D,1,1,D,False,2,2,0
1721,1999-2000,19/09/1999,Santander,Sevilla,2,2,D,1,2,A,False,4,3,1
1722,1999-2000,19/09/1999,Sociedad,Mallorca,2,1,H,1,0,H,False,3,1,2
1723,1999-2000,19/09/1999,Zaragoza,Ath Madrid,1,1,D,1,1,D,False,2,2,0
1724,1999-2000,25/09/1999,Barcelona,Betis,4,1,H,2,1,H,True,5,3,2
1725,1999-2000,25/09/1999,Malaga,Real Madrid,1,1,D,0,1,A,False,2,1,1
1726,1999-2000,25/09/1999,Sociedad,Celta,0,2,A,0,0,D,False,2,0,2
1727,1999-2000,25/09/1999,Valencia,Valladolid,0,0,D,0,0,D,True,0,0,0
1728,1999-2000,26/09/1999,Ath Madrid,Santander,2,0,H,0,0,D,True,2,0,2
1729,1999-2000,26/09/1999,La Coruna,Numancia,0,2,A,0,1,A,False,2,1,1
1730,1999-2000,26/09/1999,Mallorca,Ath Bilbao,2,1,H,1,0,H,False,3,1,2
1731,1999-2000,26/09/1999,Oviedo,Alaves,1,0,H,1,0,H,False,1,1,0
1732,1999-2000,26/09/1999,Sevilla,Espanol,1,2,A,1,1,D,True,3,2,1
1733,1999-2000,26/09/1999,Vallecano,Zaragoza,0,1,A,0,0,D,False,1,0,1
1734,1999-2000,2/10/1999,Numancia,Malaga,1,1,D,0,1,A,False,2,1,1
1735,1999-2000,2/10/1999,Valladolid,Barcelona,0,2,A,0,1,A,False,2,1,1
1736,1999-2000,3/10/1999,Alaves,Sevilla,0,0,D,0,0,D,False,0,0,0
1737,1999-2000,3/10/1999,Ath Bilbao,La Coruna,2,3,A,0,1,A,False,5,1,4
1738,1999-2000,3/10/1999,Betis,Oviedo,1,0,H,1,0,H,False,1,1,0
1739,1999-2000,3/10/1999,Celta,Mallorca,1,0,H,0,0,D,False,1,0,1
1740,1999-2000,3/10/1999,Espanol,Ath Madrid,3,1,H,1,1,D,False,4,2,2
1741,1999-2000,3/10/1999,Real Madrid,Valencia,2,3,A,0,3,A,True,5,3,2
1742,1999-2000,3/10/1999,Santander,Vallecano,1,1,D,0,0,D,False,2,0,2
1743,1999-2000,3/10/1999,Zaragoza,Sociedad,2,0,H,0,0,D,False,2,0,2
1744,1999-2000,11/10/1999,Ath Madrid,Alaves,1,0,H,0,0,D,True,1,0,1
1745,1999-2000,12/10/1999,Malaga,Ath Bilbao,3,4,A,1,1,D,False,7,2,5
1746,1999-2000,12/10/1999,Mallorca,La Coruna,2,2,D,0,0,D,False,4,0,4
1747,1999-2000,12/10/1999,Sevilla,Betis,3,0,H,1,0,H,True,3,1,2
1748,1999-2000,13/10/1999,Barcelona,Real Madrid,2,2,D,1,1,D,True,4,2,2
1749,1999-2000,13/10/1999,Celta,Zaragoza,2,1,H,1,1,D,False,3,2,1
1750,1999-2000,13/10/1999,Oviedo,Valladolid,1,1,D,1,0,H,False,2,1,1
1751,1999-2000,13/10/1999,Sociedad,Santander,2,5,A,1,0,H,False,7,1,6
1752,1999-2000,13/10/1999,Valencia,Numancia,4,0,H,1,0,H,True,4,1,3
1753,1999-2000,13/10/1999,Vallecano,Espanol,2,1,H,0,0,D,False,3,0,3
1754,1999-2000,16/10/1999,Ath Bilbao,Valencia,1,0,H,1,0,H,False,1,1,0
1755,1999-2000,16/10/1999,La Coruna,Malaga,4,1,H,1,1,D,False,5,2,3
1756,1999-2000,16/10/1999,Numancia,Barcelona,3,3,D,0,1,A,False,6,1,5
1757,1999-2000,16/10/1999,Real Madrid,Oviedo,2,2,D,2,1,H,True,4,3,1
1758,1999-2000,16/10/1999,Santander,Celta,3,0,H,3,0,H,False,3,3,0
1759,1999-2000,17/10/1999,Alaves,Vallecano,0,1,A,0,0,D,False,1,0,1
1760,1999-2000,17/10/1999,Betis,Ath Madrid,2,1,H,1,1,D,False,3,2,1
1761,1999-2000,17/10/1999,Espanol,Sociedad,0,0,D,0,0,D,False,0,0,0
1762,1999-2000,17/10/1999,Valladolid,Sevilla,2,1,H,1,1,D,False,3,2,1
1763,1999-2000,17/10/1999,Zaragoza,Mallorca,3,0,H,0,0,D,False,3,0,3
1764,1999-2000,23/10/1999,Barcelona,Ath Bilbao,4,0,H,1,0,H,True,4,1,3
1765,1999-2000,23/10/1999,Sevilla,Real Madrid,1,1,D,1,0,H,True,2,1,1
1766,1999-2000,23/10/1999,Valencia,La Coruna,2,0,H,1,0,H,True,2,1,1
1767,1999-2000,24/10/1999,Ath Madrid,Valladolid,3,1,H,1,0,H,True,4,1,3
1768,1999-2000,24/10/1999,Celta,Espanol,2,1,H,1,1,D,False,3,2,1
1769,1999-2000,24/10/1999,Mallorca,Malaga,2,1,H,2,0,H,False,3,2,1
1770,1999-2000,24/10/1999,Oviedo,Numancia,1,0,H,0,0,D,False,1,0,1
1771,1999-2000,24/10/1999,Sociedad,Alaves,1,1,D,1,1,D,False,2,2,0
1772,1999-2000,24/10/1999,Vallecano,Betis,1,3,A,0,0,D,False,4,0,4
1773,1999-2000,24/10/1999,Zaragoza,Santander,4,1,H,1,0,H,False,5,1,4
1774,1999-2000,30/10/1999,La Coruna,Barcelona,2,1,H,2,0,H,False,3,2,1
1775,1999-2000,30/10/1999,Malaga,Valencia,1,1,D,1,0,H,False,2,1,1
1776,1999-2000,30/10/1999,Real Madrid,Ath Madrid,1,3,A,1,3,A,True,4,4,0
1777,1999-2000,31/10/1999,Alaves,Celta,1,0,H,0,0,D,False,1,0,1
1778,1999-2000,31/10/1999,Ath Bilbao,Oviedo,1,1,D,1,1,D,False,2,2,0
1779,1999-2000,31/10/1999,Betis,Sociedad,1,0,H,1,0,H,False,1,1,0
1780,1999-2000,31/10/1999,Espanol,Zaragoza,1,1,D,0,1,A,False,2,1,1
1781,1999-2000,31/10/1999,Numancia,Sevilla,2,0,H,1,0,H,False,2,1,1
1782,1999-2000,31/10/1999,Santander,Mallorca,1,1,D,0,0,D,False,2,0,2
1783,1999-2000,31/10/1999,Valladolid,Vallecano,1,2,A,0,1,A,False,3,1,2
1784,1999-2000,6/11/1999,Vallecano,Real Madrid,2,3,A,2,0,H,False,5,2,3
1785,1999-2000,7/11/1999,Ath Madrid,Numancia,2,2,D,2,0,H,True,4,2,2
1786,1999-2000,7/11/1999,Barcelona,Malaga,1,2,A,1,2,A,True,3,3,0
1787,1999-2000,7/11/1999,Celta,Betis,5,1,H,3,1,H,False,6,4,2
1788,1999-2000,7/11/1999,Mallorca,Valencia,1,0,H,0,0,D,False,1,0,1
1789,1999-2000,7/11/1999,Oviedo,La Coruna,0,1,A,0,0,D,False,1,0,1
1790,1999-2000,7/11/1999,Santander,Espanol,2,2,D,1,1,D,False,4,2,2
1791,1999-2000,7/11/1999,Sevilla,Ath Bilbao,0,0,D,0,0,D,True,0,0,0
1792,1999-2000,7/11/1999,Sociedad,Valladolid,3,0,H,2,0,H,False,3,2,1
1793,1999-2000,7/11/1999,Zaragoza,Alaves,2,1,H,1,0,H,False,3,1,2
1794,1999-2000,20/11/1999,Ath Bilbao,Ath Madrid,4,2,H,2,1,H,False,6,3,3
1795,1999-2000,20/11/1999,Valencia,Barcelona,3,1,H,2,1,H,True,4,3,1
1796,1999-2000,21/11/1999,Betis,Zaragoza,2,0,H,1,0,H,False,2,1,1
1797,1999-2000,21/11/1999,Espanol,Mallorca,1,2,A,0,2,A,False,3,2,1
1798,1999-2000,21/11/1999,Malaga,Oviedo,4,0,H,2,0,H,False,4,2,2
1799,1999-2000,21/11/1999,Numancia,Vallecano,3,1,H,0,0,D,False,4,0,4
1800,1999-2000,21/11/1999,Real Madrid,Sociedad,1,1,D,0,0,D,True,2,0,2
1801,1999-2000,21/11/1999,Valladolid,Celta,1,3,A,0,1,A,False,4,1,3
1802,1999-2000,22/11/1999,La Coruna,Sevilla,5,2,H,2,1,H,False,7,3,4
1803,1999-2000,27/11/1999,Sevilla,Malaga,0,0,D,0,0,D,True,0,0,0
1804,1999-2000,28/11/1999,Ath Madrid,La Coruna,1,3,A,0,3,A,True,4,3,1
1805,1999-2000,28/11/1999,Celta,Real Madrid,1,0,H,1,0,H,False,1,1,0
1806,1999-2000,28/11/1999,Espanol,Alaves,2,3,A,1,2,A,False,5,3,2
1807,1999-2000,28/11/1999,Mallorca,Barcelona,3,2,H,2,1,H,False,5,3,2
1808,1999-2000,28/11/1999,Oviedo,Valencia,0,0,D,0,0,D,False,0,0,0
1809,1999-2000,28/11/1999,Santander,Betis,1,1,D,1,1,D,False,2,2,0
1810,1999-2000,28/11/1999,Sociedad,Numancia,2,1,H,0,1,A,False,3,1,2
1811,1999-2000,28/11/1999,Vallecano,Ath Bilbao,1,2,A,0,2,A,False,3,2,1
1812,1999-2000,28/11/1999,Zaragoza,Valladolid,1,1,D,1,0,H,False,2,1,1
1813,1999-2000,4/12/1999,Ath Bilbao,Sociedad,1,1,D,1,0,H,False,2,1,1
1814,1999-2000,4/12/1999,Barcelona,Oviedo,3,2,H,3,0,H,True,5,3,2
1815,1999-2000,4/12/1999,Real Madrid,Zaragoza,1,5,A,0,3,A,True,6,3,3
1816,1999-2000,4/12/1999,Valencia,Sevilla,2,0,H,1,0,H,True,2,1,1
1817,1999-2000,5/12/1999,Alaves,Mallorca,2,2,D,1,0,H,False,4,1,3
1818,1999-2000,5/12/1999,Betis,Espanol,2,5,A,1,0,H,False,7,1,6
1819,1999-2000,5/12/1999,La Coruna,Vallecano,3,2,H,3,1,H,False,5,4,1
1820,1999-2000,5/12/1999,Malaga,Ath Madrid,2,3,A,1,2,A,False,5,3,2
1821,1999-2000,5/12/1999,Numancia,Celta,3,1,H,1,0,H,False,4,1,3
1822,1999-2000,5/12/1999,Valladolid,Santander,1,0,H,1,0,H,False,1,1,0
1823,1999-2000,8/12/1999,Alaves,Santander,2,1,H,1,0,H,False,3,1,2
1824,1999-2000,11/12/1999,Sevilla,Barcelona,3,2,H,1,1,D,True,5,2,3
1825,1999-2000,12/12/1999,Alaves,Betis,2,0,H,1,0,H,False,2,1,1
1826,1999-2000,12/12/1999,Ath Madrid,Valencia,1,2,A,1,1,D,True,3,2,1
1827,1999-2000,12/12/1999,Celta,Ath Bilbao,1,1,D,1,0,H,False,2,1,1
1828,1999-2000,12/12/1999,Espanol,Valladolid,1,1,D,1,0,H,False,2,1,1
1829,1999-2000,12/12/1999,Mallorca,Oviedo,1,1,D,0,0,D,False,2,0,2
1830,1999-2000,12/12/1999,Santander,Real Madrid,1,1,D,0,1,A,False,2,1,1
1831,1999-2000,12/12/1999,Sociedad,La Coruna,0,1,A,0,1,A,False,1,1,0
1832,1999-2000,12/12/1999,Vallecano,Malaga,4,1,H,2,1,H,False,5,3,2
1833,1999-2000,12/12/1999,Zaragoza,Numancia,3,3,D,1,1,D,False,6,2,4
1834,1999-2000,18/12/1999,La Coruna,Celta,1,0,H,0,0,D,False,1,0,1
1835,1999-2000,18/12/1999,Real Madrid,Espanol,2,1,H,1,1,D,True,3,2,1
1836,1999-2000,18/12/1999,Valladolid,Alaves,1,1,D,0,1,A,False,2,1,1
1837,1999-2000,19/12/1999,Ath Bilbao,Zaragoza,2,2,D,2,2,D,False,4,4,0
1838,1999-2000,19/12/1999,Barcelona,Ath Madrid,2,1,H,1,1,D,True,3,2,1
1839,1999-2000,19/12/1999,Betis,Mallorca,1,0,H,0,0,D,False,1,0,1
1840,1999-2000,19/12/1999,Malaga,Sociedad,0,0,D,0,0,D,False,0,0,0
1841,1999-2000,19/12/1999,Numancia,Santander,2,1,H,1,0,H,False,3,1,2
1842,1999-2000,19/12/1999,Oviedo,Sevilla,4,2,H,1,1,D,False,6,2,4
1843,1999-2000,19/12/1999,Valencia,Vallecano,3,1,H,1,0,H,True,4,1,3
1844,1999-2000,21/12/1999,Alaves,Real Madrid,1,3,A,0,1,A,False,4,1,3
1845,1999-2000,22/12/1999,Ath Madrid,Oviedo,5,0,H,3,0,H,True,5,3,2
1846,1999-2000,22/12/1999,Betis,Valladolid,0,1,A,0,0,D,False,1,0,1
1847,1999-2000,22/12/1999,Celta,Malaga,2,4,A,1,1,D,False,6,2,4
1848,1999-2000,22/12/1999,Espanol,Numancia,3,1,H,0,1,A,False,4,1,3
1849,1999-2000,22/12/1999,Mallorca,Sevilla,3,1,H,0,0,D,False,4,0,4
1850,1999-2000,22/12/1999,Santander,Ath Bilbao,2,2,D,1,1,D,False,4,2,2
1851,1999-2000,22/12/1999,Sociedad,Valencia,0,0,D,0,0,D,False,0,0,0
1852,1999-2000,22/12/1999,Vallecano,Barcelona,1,1,D,1,0,H,False,2,1,1
1853,1999-2000,22/12/1999,Zaragoza,La Coruna,2,1,H,1,0,H,False,3,1,2
1854,1999-2000,4/1/2000,Valencia,Celta,1,1,D,1,0,H,True,2,1,1
1855,1999-2000,5/1/2000,Ath Bilbao,Espanol,2,1,H,1,1,D,False,3,2,1
1856,1999-2000,5/1/2000,Barcelona,Sociedad,3,1,H,2,0,H,True,4,2,2
1857,1999-2000,5/1/2000,La Coruna,Santander,0,3,A,0,1,A,False,3,1,2
1858,1999-2000,5/1/2000,Malaga,Zaragoza,0,0,D,0,0,D,False,0,0,0
1859,1999-2000,5/1/2000,Mallorca,Valladolid,0,0,D,0,0,D,False,0,0,0
1860,1999-2000,5/1/2000,Numancia,Alaves,0,0,D,0,0,D,False,0,0,0
1861,1999-2000,5/1/2000,Oviedo,Vallecano,2,0,H,1,0,H,False,2,1,1
1862,1999-2000,5/1/2000,Sevilla,Ath Madrid,2,1,H,2,0,H,True,3,2,1
1863,1999-2000,8/1/2000,Espanol,La Coruna,0,0,D,0,0,D,False,0,0,0
1864,1999-2000,9/1/2000,Alaves,Ath Bilbao,1,2,A,1,1,D,False,3,2,1
1865,1999-2000,9/1/2000,Ath Madrid,Mallorca,1,0,H,0,0,D,True,1,0,1
1866,1999-2000,9/1/2000,Betis,Numancia,1,2,A,1,0,H,False,3,1,2
1867,1999-2000,9/1/2000,Celta,Barcelona,0,2,A,0,1,A,False,2,1,1
1868,1999-2000,9/1/2000,Santander,Malaga,2,3,A,1,1,D,False,5,2,3
1869,1999-2000,9/1/2000,Sociedad,Oviedo,0,0,D,0,0,D,False,0,0,0
1870,1999-2000,9/1/2000,Vallecano,Sevilla,2,0,H,1,0,H,False,2,1,1
1871,1999-2000,9/1/2000,Zaragoza,Valencia,4,2,H,2,1,H,False,6,3,3
1872,1999-2000,15/01/2000,Vallecano,Ath Madrid,1,1,D,1,1,D,False,2,2,0
1873,1999-2000,16/01/2000,Alaves,La Coruna,2,1,H,1,0,H,False,3,1,2
1874,1999-2000,16/01/2000,Betis,Ath Bilbao,2,1,H,1,0,H,False,3,1,2
1875,1999-2000,16/01/2000,Celta,Oviedo,5,3,H,4,2,H,False,8,6,2
1876,1999-2000,16/01/2000,Espanol,Malaga,0,2,A,0,0,D,False,2,0,2
1877,1999-2000,16/01/2000,Santander,Valencia,1,1,D,0,1,A,False,2,1,1
1878,1999-2000,16/01/2000,Sociedad,Sevilla,1,1,D,0,1,A,False,2,1,1
1879,1999-2000,16/01/2000,Valladolid,Numancia,2,0,H,0,0,D,False,2,0,2
1880,1999-2000,16/01/2000,Zaragoza,Barcelona,0,0,D,0,0,D,False,0,0,0
1881,1999-2000,17/01/2000,Real Madrid,Mallorca,2,1,H,0,1,A,True,3,1,2
1882,1999-2000,22/01/2000,La Coruna,Betis,2,0,H,1,0,H,False,2,1,1
1883,1999-2000,23/01/2000,Ath Bilbao,Valladolid,1,0,H,1,0,H,False,1,1,0
1884,1999-2000,23/01/2000,Ath Madrid,Sociedad,1,1,D,1,0,H,True,2,1,1
1885,1999-2000,23/01/2000,Barcelona,Santander,1,0,H,1,0,H,True,1,1,0
1886,1999-2000,23/01/2000,Malaga,Alaves,0,1,A,0,1,A,False,1,1,0
1887,1999-2000,23/01/2000,Mallorca,Vallecano,2,1,H,1,0,H,False,3,1,2
1888,1999-2000,23/01/2000,Numancia,Real Madrid,0,0,D,0,0,D,False,0,0,0
1889,1999-2000,23/01/2000,Oviedo,Zaragoza,1,0,H,0,0,D,False,1,0,1
1890,1999-2000,23/01/2000,Sevilla,Celta,0,1,A,0,0,D,True,1,0,1
1891,1999-2000,23/01/2000,Valencia,Espanol,1,2,A,1,1,D,True,3,2,1
1892,1999-2000,26/01/2000,Real Madrid,Betis,2,1,H,0,0,D,True,3,0,3
1893,1999-2000,29/01/2000,Celta,Ath Madrid,0,1,A,0,1,A,False,1,1,0
1894,1999-2000,29/01/2000,Espanol,Barcelona,1,1,D,1,1,D,False,2,2,0
1895,1999-2000,30/01/2000,Alaves,Valencia,0,1,A,0,0,D,False,1,0,1
1896,1999-2000,30/01/2000,Betis,Malaga,0,0,D,0,0,D,False,0,0,0
1897,1999-2000,30/01/2000,Numancia,Mallorca,3,1,H,3,1,H,False,4,4,0
1898,1999-2000,30/01/2000,Real Madrid,Ath Bilbao,3,1,H,1,1,D,True,4,2,2
1899,1999-2000,30/01/2000,Santander,Oviedo,3,1,H,2,0,H,False,4,2,2
1900,1999-2000,30/01/2000,Sociedad,Vallecano,2,1,H,2,0,H,False,3,2,1
1901,1999-2000,30/01/2000,Valladolid,La Coruna,4,1,H,1,0,H,False,5,1,4
1902,1999-2000,30/01/2000,Zaragoza,Sevilla,2,1,H,1,0,H,False,3,1,2
1903,1999-2000,5/2/2000,Valencia,Betis,3,1,H,1,0,H,True,4,1,3
1904,1999-2000,6/2/2000,Ath Bilbao,Numancia,2,1,H,1,1,D,False,3,2,1
1905,1999-2000,6/2/2000,Ath Madrid,Zaragoza,2,2,D,1,0,H,True,4,1,3
1906,1999-2000,6/2/2000,Barcelona,Alaves,0,1,A,0,1,A,True,1,1,0
1907,1999-2000,6/2/2000,La Coruna,Real Madrid,5,2,H,2,1,H,False,7,3,4
1908,1999-2000,6/2/2000,Malaga,Valladolid,0,0,D,0,0,D,False,0,0,0
1909,1999-2000,6/2/2000,Mallorca,Sociedad,2,1,H,1,0,H,False,3,1,2
1910,1999-2000,6/2/2000,Oviedo,Espanol,1,0,H,0,0,D,False,1,0,1
1911,1999-2000,6/2/2000,Sevilla,Santander,1,0,H,0,0,D,True,1,0,1
1912,1999-2000,6/2/2000,Vallecano,Celta,1,0,H,1,0,H,False,1,1,0
1913,1999-2000,12/2/2000,Ath Bilbao,Mallorca,1,1,D,0,1,A,False,2,1,1
1914,1999-2000,12/2/2000,Real Madrid,Malaga,1,0,H,0,0,D,True,1,0,1
1915,1999-2000,12/2/2000,Valladolid,Valencia,0,0,D,0,0,D,False,0,0,0
1916,1999-2000,13/02/2000,Alaves,Oviedo,1,0,H,1,0,H,False,1,1,0
1917,1999-2000,13/02/2000,Betis,Barcelona,2,1,H,1,0,H,False,3,1,2
1918,1999-2000,13/02/2000,Celta,Sociedad,4,1,H,0,1,A,False,5,1,4
1919,1999-2000,13/02/2000,Espanol,Sevilla,2,2,D,1,1,D,False,4,2,2
1920,1999-2000,13/02/2000,Numancia,La Coruna,1,0,H,0,0,D,False,1,0,1
1921,1999-2000,13/02/2000,Santander,Ath Madrid,2,1,H,1,1,D,False,3,2,1
1922,1999-2000,13/02/2000,Zaragoza,Vallecano,1,1,D,1,0,H,False,2,1,1
1923,1999-2000,15/02/2000,Valladolid,Real Madrid,0,1,A,0,0,D,False,1,0,1
1924,1999-2000,19/02/2000,La Coruna,Ath Bilbao,2,0,H,1,0,H,False,2,1,1
1925,1999-2000,20/02/2000,Ath Madrid,Espanol,1,1,D,1,0,H,True,2,1,1
1926,1999-2000,20/02/2000,Barcelona,Valladolid,4,0,H,2,0,H,True,4,2,2
1927,1999-2000,20/02/2000,Malaga,Numancia,3,1,H,1,1,D,False,4,2,2
1928,1999-2000,20/02/2000,Mallorca,Celta,1,0,H,0,0,D,False,1,0,1
1929,1999-2000,20/02/2000,Oviedo,Betis,1,1,D,0,1,A,False,2,1,1
1930,1999-2000,20/02/2000,Sevilla,Alaves,2,2,D,1,1,D,True,4,2,2
1931,1999-2000,20/02/2000,Sociedad,Zaragoza,2,1,H,1,0,H,False,3,1,2
1932,1999-2000,20/02/2000,Valencia,Real Madrid,1,1,D,1,0,H,True,2,1,1
1933,1999-2000,20/02/2000,Vallecano,Santander,1,2,A,1,1,D,False,3,2,1
1934,1999-2000,26/02/2000,Numancia,Valencia,1,2,A,0,1,A,False,3,1,2
1935,1999-2000,26/02/2000,Real Madrid,Barcelona,3,0,H,2,0,H,True,3,2,1
1936,1999-2000,27/02/2000,Alaves,Ath Madrid,2,0,H,0,0,D,False,2,0,2
1937,1999-2000,27/02/2000,Ath Bilbao,Malaga,2,2,D,1,2,A,False,4,3,1
1938,1999-2000,27/02/2000,Betis,Sevilla,1,1,D,1,1,D,False,2,2,0
